datasets/LJS/wavs/LJ050-0234.wav|ɪt hɐz jˈuːzd ˈʌðɚ tɹˈɛʒɚɹi lˈɔː ɛnfˈoːɹsmənt ˈeɪdʒənts ˌɑːn spˈɛʃəl ɛkspˈɛɹɪmənts ɪn bˈɪldɪŋ ænd ɹˈaʊt sˈɜːveɪz ɪn plˈeɪsᵻz tʊ wˌɪtʃ ðə pɹˈɛzɪdənt fɹˈiːkwəntli tɹˈævəlz.
datasets/LJS/wavs/LJ019-0373.wav|tʊ ɐvˈeɪl hɪmsˈɛlf ʌv hɪz pˈaʊɚz, æz ɪt wʌz dˈɪfɪkəlt tə bɹˈɪŋ hˈoʊm ðə dˌɛɹɪlˈɪkʃənz ʌv dˈuːɾɪz ænd ɪvˈeɪʒən ʌvðɪ ˈækts. tˈuː mʌtʃ wʌz lˈɛft tə ðɪ ɪnspˈɛktɚz.
datasets/LJS/wavs/LJ050-0207.wav|ɑːlðˈoʊ tʃˈiːf ɹˈoʊli dʌznˌɑːt kəmplˈeɪn ɐbˌaʊt ðə pˈeɪ skˈeɪl fɔːɹ sˈiːkɹət sˈɜːvɪs ˈeɪdʒənts,
datasets/LJS/wavs/LJ048-0203.wav|ðə θɹˈiː ˈɑːfɪsɚz kənfˈɜːm ðæt ðɛɹ pɹˈaɪmɚɹi kənsˈɜːn wʌz kɹˈaʊd ænd tɹˈæfɪk kəntɹˈoʊl,
datasets/LJS/wavs/LJ003-0182.wav|ðə tɹˈaɪd ænd ðɪ ʌntɹˈaɪd, jˈʌŋ ænd ˈoʊld, wɜː hˈɜːdᵻd təɡˈɛðɚ
datasets/LJS/wavs/LJ044-0166.wav|ɐkˈoːɹdɪŋ tə mɚɹˈiːnə ˈɑːswəld, hiː θˈɔːt ðæt wʊd hˈɛlp hˌɪm wɛn hiː ɡɑːt tə kjˈuːbə.
datasets/LJS/wavs/LJ019-0208.wav|ðə pɹəpˈoʊzəl mˌeɪd wʌz tə pˈɜːtʃɪs sˌʌm fˈɪfti θˈaʊzənd skwˈɛɹ fˈiːt bɪtwˌiːn nˈuːɡeɪt, wˈɔːɹɪk lˈeɪn, ænd ðə sˈɛʃənz hˈaʊs,
datasets/LJS/wavs/LJ021-0146.wav|ˈaɪ ʃˌæl sˈiːk əʃjˈʊɹənsᵻz ʌvðə mˌeɪkɪŋ ænd mˈeɪntənəns ʌv ɐɡɹˈiːmənts, wˌɪtʃ kæn biː mjˈuːtʃuːəli ɹɪlˈaɪd əpˌɑːn,
datasets/LJS/wavs/LJ013-0214.wav|hˌuː tˈʊk ɐ kˈɑːɹvɪŋnˈaɪf fɹʌmðə sˈaɪdboːɹd ɪnðə dˈaɪnɪŋɹˈuːm, wɛnt ʌpstˈɛɹz tə lˈɔːɹd wˈɪljəmz bˈɛdɹuːm, ænd dɹˈuː ðə nˈaɪf əkɹˌɑːs hɪz θɹˈoʊt.
datasets/LJS/wavs/LJ011-0256.wav|baɪ ðɪs tˈaɪm ðə nˈeɪbɚz wɜːɹ ɐɹˈaʊzd, ænd sˈɛvɹəl pˈiːpəl kˈeɪm tə ðə sˈiːn ʌvðɪ ɐfɹˈeɪ.
datasets/LJS/wavs/LJ014-0083.wav|wˈɪtʃ, hˌævɪŋ pəzˈɛst hɜːsˈɛlf ʌvðə mˈɜːdɚd mˈænz kˈiːz, ʃiː ɹˈaɪfəld fɹʌm ˈɛnd tʊ ˈɛnd.
datasets/LJS/wavs/LJ035-0121.wav|ðɪs ɪz ðə pˈiəɹɪəd dˈʊɹɪŋ wˌɪtʃ ˈɑːswəld wʊdhɐv dɪsˈɛndᵻd ðə stˈɛɹz. ɪn ˈɔːl lˈaɪklihˌʊd
datasets/LJS/wavs/LJ049-0118.wav|ɛnˈæktmənt ʌv ðɪs stˈætʃuːt wʊd mˈiːn ðætðɪ ɪnvˌɛstɪɡˈeɪʃən ʌv ˌɛni ʌvðɪ ˈækts kˈʌvɚd ænd ʌvðə pˌɑːsəbˈɪlɪɾi əvə fˈɜːðɚɹ ɐtˈɛmpt
datasets/LJS/wavs/LJ006-0132.wav|ˈɔːl ðə wˈɔːɹdzmɛn ɐlˈaɪk wɜː mˈoːɹ ɔːɹ lˈɛs ɪɹɪspˈɑːnsəbəl.
datasets/LJS/wavs/LJ049-0084.wav|mˈɜːdɚɹ ʌvðə pɹˈɛzɪdənt hɐz nˈɛvɚ bˌɪn kˈʌvɚd baɪ fˈɛdɚɹəl lˈɔː, haʊˈɛvɚ, sˌoʊ ðæt wˈʌns ɪt bɪkˌeɪm ɹˈiːzənəbli klˈɪɹ ðætðə kˈɪlɪŋ wʌzðɪ ˈækt əvə sˈɪŋɡəl pˈɜːsən,
